taxon	host_feature	host_feature_collection	primary_CLR_direction	rCLR_direction	direction_agreement	coefficient_range	FDR_range	sample_exclusion_stability	contamination_exclusion_stability	TRANSFORMATION_SENSITIVE_MECHANISM
Candida	MBD1	DoRothEA_VIPER	positive	negative	FALSE	-0.0884755538647329;0.229868188445248	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	MBD2	DoRothEA_VIPER	negative	positive	FALSE	-0.180996566407159;0.016366664114229	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	MEF2A	DoRothEA_VIPER	positive	negative	FALSE	-0.0242111896437491;0.517568270036025	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	MEF2C	DoRothEA_VIPER	positive	positive	TRUE	0.0729109713416901;0.31886732565606	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	MNT	DoRothEA_VIPER	positive	positive	TRUE	0.0733174881327212;0.230643200509568	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	MXI1	DoRothEA_VIPER	positive	positive	TRUE	0.0227412435487512;0.121678413041373	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	NANOG	DoRothEA_VIPER	positive	positive	TRUE	0.0217185349989454;0.0964537859284791	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	NFATC1	DoRothEA_VIPER	positive	positive	TRUE	0.00178925474539608;0.201711124303046	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	NFYB	DoRothEA_VIPER	positive	positive	TRUE	0.0665718189203653;0.0881825595153255	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Candida	NRF1	DoRothEA_VIPER	negative	positive	FALSE	-0.0700674811380567;0.0318840858835656	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	ONECUT1	DoRothEA_VIPER	positive	negative	FALSE	-0.132874959916162;0.201571226591629	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	OTX2	DoRothEA_VIPER	positive	negative	FALSE	-0.0877408337345838;0.17325366228049	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	PBX3	DoRothEA_VIPER	positive	negative	FALSE	-0.0782524534388362;0.149351783390194	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	PDX1	DoRothEA_VIPER	positive	negative	FALSE	-0.0360760893386865;0.305785654577316	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	POU2F1	DoRothEA_VIPER	positive	positive	TRUE	0.0537743918121411;0.125619395383814	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	POU4F2	DoRothEA_VIPER	positive	negative	FALSE	-0.0486995947738042;0.264348152098715	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	RFX1	DoRothEA_VIPER	negative	negative	TRUE	-0.100257537183121;-0.084967655972124	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Candida	RFX2	DoRothEA_VIPER	negative	negative	TRUE	-0.0891770101029845;-0.0212255496110849	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	SIX5	DoRothEA_VIPER	negative	positive	FALSE	-0.0987058280854366;0.0290697195356269	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	SMAD4	DoRothEA_VIPER	positive	negative	FALSE	-0.108909606409464;0.146071815441293	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	SNAI2	DoRothEA_VIPER	positive	positive	TRUE	0.0657297943332383;0.366149276048424	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	SNAPC4	DoRothEA_VIPER	negative	positive	FALSE	-0.156435507712475;0.104836672826179	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	SOX6	DoRothEA_VIPER	positive	negative	FALSE	-0.12019553229051;0.172731974632152	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	SP1	DoRothEA_VIPER	negative	negative	TRUE	-0.406736394952801;-0.185221623889308	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	SPI1	DoRothEA_VIPER	positive	positive	TRUE	0.00176342421454358;0.694332933226709	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	STAT1	DoRothEA_VIPER	positive	negative	FALSE	-0.0118071474579226;0.206058849488898	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	STAT5A	DoRothEA_VIPER	positive	positive	TRUE	0.042515785823572;0.384094630295232	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	STAT5B	DoRothEA_VIPER	positive	positive	TRUE	0.0932498109141001;0.240260447362135	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	TBP	DoRothEA_VIPER	negative	negative	TRUE	-0.128151692713616;-0.0544113559054008	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	TCF7	DoRothEA_VIPER	positive	positive	TRUE	0.0157211188038978;0.276425567878141	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	TEAD4	DoRothEA_VIPER	negative	negative	TRUE	-0.346363419671044;-0.055722745321033	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	TFAP4	DoRothEA_VIPER	negative	negative	TRUE	-0.214617286218848;-0.0600051938058862	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	TP53	DoRothEA_VIPER	negative	negative	TRUE	-0.186541640783365;-0.0203465396853444	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	TP63	DoRothEA_VIPER	negative	negative	TRUE	-0.265777807066028;-0.0438787902432791	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	WT1	DoRothEA_VIPER	positive	positive	TRUE	0.0206572845341848;0.165105265174645	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	ZBTB11	DoRothEA_VIPER	positive	negative	FALSE	-0.00616533226749311;0.140242715518782	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	ZBTB7A	DoRothEA_VIPER	positive	positive	TRUE	0.0751887006353735;0.303992049815662	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	ZEB2	DoRothEA_VIPER	negative	positive	FALSE	-0.591664701016673;0.186757140762936	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	ZKSCAN1	DoRothEA_VIPER	negative	negative	TRUE	-0.257733121369532;-0.089527766131533	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	ZNF24	DoRothEA_VIPER	positive	positive	TRUE	0.0567928449374327;0.19522477648304	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	ZNF263	DoRothEA_VIPER	positive	positive	TRUE	0.0190688106631853;0.351376024790984	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	ZNF384	DoRothEA_VIPER	negative	negative	TRUE	-0.0881454053402837;-0.0405927320240548	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	ZNF639	DoRothEA_VIPER	negative	positive	FALSE	-0.118368026573967;0.00382492830381308	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	ZNF740	DoRothEA_VIPER	negative	positive	FALSE	-0.120296219491608;0.02494994419938	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	BACH1	DoRothEA_VIPER	positive	negative	FALSE	-0.055820935714093;0.0930354954991541	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	CEBPG	DoRothEA_VIPER	negative	positive	FALSE	-0.146807531752728;0.11931559262469	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	CLOCK	DoRothEA_VIPER	negative	positive	FALSE	-0.200149537980562;0.109630101665764	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	DUX4	DoRothEA_VIPER	negative	positive	FALSE	-0.150668361130081;0.129064324125087	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	E2F1	DoRothEA_VIPER	negative	positive	FALSE	-0.210487217262283;0.181054172256142	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	E2F4	DoRothEA_VIPER	positive	negative	FALSE	-0.179084295272175;0.241806711712154	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	EOMES	DoRothEA_VIPER	negative	positive	FALSE	-0.260918755204664;0.226767595780476	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	ETV1	DoRothEA_VIPER	negative	positive	FALSE	-0.174441738159913;0.131048351672768	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	FOXJ2	DoRothEA_VIPER	negative	positive	FALSE	-0.155059428479098;0.129375299929023	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	FOXK2	DoRothEA_VIPER	positive	negative	FALSE	-0.0746043570529238;0.0887928918294851	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	GATA3	DoRothEA_VIPER	negative	positive	FALSE	-0.210101354676939;0.181662475795387	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	GATA6	DoRothEA_VIPER	negative	positive	FALSE	-0.238368014637903;0.180443866988801	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	HNF1B	DoRothEA_VIPER	negative	positive	FALSE	-0.402039910291299;0.299800939950882	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	HNF4A	DoRothEA_VIPER	negative	positive	FALSE	-0.29012740755447;0.248431339070505	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	HNF4G	DoRothEA_VIPER	negative	positive	FALSE	-0.433720723325587;0.283971229099748	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	HOXA9	DoRothEA_VIPER	negative	positive	FALSE	-0.0767714968364617;0.0566349984301152	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	HOXB13	DoRothEA_VIPER	negative	positive	FALSE	-0.216253726324673;0.183937766091072	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	IRF3	DoRothEA_VIPER	positive	negative	FALSE	-0.193367944014843;0.166336060259372	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	JUND	DoRothEA_VIPER	positive	negative	FALSE	-0.098997440891278;0.120970126106389	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	KLF13	DoRothEA_VIPER	negative	positive	FALSE	-0.142825124426672;0.112293390744117	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	MAFB	DoRothEA_VIPER	negative	positive	FALSE	-0.368023374748175;0.227484617010596	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	MAFF	DoRothEA_VIPER	negative	positive	FALSE	-0.304039216355517;0.12222041166692	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	MBD1	DoRothEA_VIPER	negative	positive	FALSE	-0.154312438178421;0.163221857811206	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	MBD2	DoRothEA_VIPER	positive	negative	FALSE	-0.119274387447666;0.15965829112703	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	MEF2A	DoRothEA_VIPER	negative	positive	FALSE	-0.497981028748835;0.444808954616984	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	MEIS1	DoRothEA_VIPER	negative	positive	FALSE	-0.168986029990184;0.11619263835017	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	MEIS2	DoRothEA_VIPER	negative	positive	FALSE	-0.219976346954929;0.185010862032084	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	MITF	DoRothEA_VIPER	negative	positive	FALSE	-0.16513034983906;0.118480256773621	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	MYOD1	DoRothEA_VIPER	negative	positive	FALSE	-0.249308495877281;0.161527852749911	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	NR2C2	DoRothEA_VIPER	positive	negative	FALSE	-0.0786723433614124;0.106712655890157	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	ONECUT1	DoRothEA_VIPER	negative	positive	FALSE	-0.297748195213438;0.276115596116827	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	OTX2	DoRothEA_VIPER	negative	positive	FALSE	-0.212684825941302;0.165361582787126	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	PDX1	DoRothEA_VIPER	negative	positive	FALSE	-0.424547029253469;0.314352427451991	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	POU4F2	DoRothEA_VIPER	negative	positive	FALSE	-0.347477994049796;0.273217497195487	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	POU5F1	DoRothEA_VIPER	negative	positive	FALSE	-0.250020240756136;0.182517240383362	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	PRDM1	DoRothEA_VIPER	negative	positive	FALSE	-0.14241959291357;0.0962063482576597	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	SMAD4	DoRothEA_VIPER	negative	positive	FALSE	-0.120791707951504;0.0945851736610472	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	SNAPC4	DoRothEA_VIPER	positive	negative	FALSE	-0.128092123104864;0.123004200986589	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	SOX10	DoRothEA_VIPER	negative	positive	FALSE	-0.148922171764445;0.158654653658157	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	SOX11	DoRothEA_VIPER	negative	positive	FALSE	-0.25053426638795;0.194677772243536	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	SOX13	DoRothEA_VIPER	negative	positive	FALSE	-0.19851612863797;0.126205891107138	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	SOX6	DoRothEA_VIPER	negative	positive	FALSE	-0.235868416148526;0.209888602721969	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	SP4	DoRothEA_VIPER	negative	positive	FALSE	-0.0835248869955678;0.0579374263633216	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	SPI1	DoRothEA_VIPER	negative	positive	FALSE	-0.571431852411518;0.52006872296684	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	STAT3	DoRothEA_VIPER	negative	positive	FALSE	-0.347852216805751;0.201546085823953	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	STAT5B	DoRothEA_VIPER	negative	positive	FALSE	-0.285222667399336;0.229899565616765	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	TCF4	DoRothEA_VIPER	negative	positive	FALSE	-0.272093375810513;0.16805668938146	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	TFAP2A	DoRothEA_VIPER	negative	positive	FALSE	-0.266424790735587;0.127899292181807	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	TP63	DoRothEA_VIPER	positive	negative	FALSE	-0.173179320421162;0.204937508655344	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	XBP1	DoRothEA_VIPER	negative	positive	FALSE	-0.138698507138261;0.110429275634487	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	ZBED1	DoRothEA_VIPER	positive	negative	FALSE	-0.0606658112338365;0.0736448197280138	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	ZEB2	DoRothEA_VIPER	positive	negative	FALSE	-0.494851818067071;0.465343612436874	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	ZNF274	DoRothEA_VIPER	positive	negative	FALSE	-0.0571828409439694;0.0869499862128414	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	ZNF740	DoRothEA_VIPER	positive	negative	FALSE	-0.0916068070818915;0.112965314069754	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	ARNT	DoRothEA_VIPER	negative	positive	FALSE	-0.303742147249384;0.0471839546994361	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	ASCL1	DoRothEA_VIPER	positive	positive	TRUE	0.154838704307976;0.328206018088854	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	ATF3	DoRothEA_VIPER	positive	negative	FALSE	-0.00079647478895155;0.0869089833645472	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	ATF4	DoRothEA_VIPER	negative	negative	TRUE	-0.202441724678929;-0.0224684051508616	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	BACH1	DoRothEA_VIPER	negative	positive	FALSE	-0.135546541599236;0.0388625918388357	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	BATF	DoRothEA_VIPER	positive	negative	FALSE	-0.274580056407166;0.443854320333602	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	BHLHE40	DoRothEA_VIPER	positive	negative	FALSE	-0.0124426897899244;0.24449815681832	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	CEBPG	DoRothEA_VIPER	positive	negative	FALSE	-0.024248821472576;0.113097210772289	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	CREB3L1	DoRothEA_VIPER	negative	positive	FALSE	-0.134884843374371;0.0764416069474471	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	CTCFL	DoRothEA_VIPER	negative	positive	FALSE	-0.198883607400616;0.0782899058970521	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	DUX4	DoRothEA_VIPER	positive	negative	FALSE	-0.0495105175157599;0.242814005272665	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	E2F6	DoRothEA_VIPER	positive	negative	FALSE	-0.0467334254129678;0.156459855573886	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	E2F7	DoRothEA_VIPER	negative	positive	FALSE	-0.147900479135224;0.0587200903707097	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	EOMES	DoRothEA_VIPER	positive	negative	FALSE	-0.114692512325914;0.372350962879222	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	ETV1	DoRothEA_VIPER	positive	negative	FALSE	-0.0812430777039802;0.194047867722635	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	FOXK2	DoRothEA_VIPER	negative	positive	FALSE	-0.136425480157625;0.0381373174673515	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	FOXL2	DoRothEA_VIPER	negative	negative	TRUE	-0.152877383956201;-0.0446723200975496	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	FOXM1	DoRothEA_VIPER	positive	negative	FALSE	-0.0555117975795951;0.335479671596502	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	FOXO1	DoRothEA_VIPER	positive	negative	FALSE	-0.167959863439533;0.168134956742757	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	GATA3	DoRothEA_VIPER	positive	negative	FALSE	-0.0795099833207655;0.263940624676955	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	GATA6	DoRothEA_VIPER	positive	positive	TRUE	0.0324471677146316;0.168266163634171	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	GFI1B	DoRothEA_VIPER	negative	positive	FALSE	-0.0916966086439003;0.018413733223379	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	GLI2	DoRothEA_VIPER	negative	positive	FALSE	-0.0968325715771352;0.00838331703969619	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	GRHL2	DoRothEA_VIPER	negative	positive	FALSE	-0.772739010351545;0.349052706844068	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	HBP1	DoRothEA_VIPER	negative	positive	FALSE	-0.116531847501148;0.0564236840787409	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	HNF1B	DoRothEA_VIPER	positive	negative	FALSE	-0.0425181404909251;0.321210463933201	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	HOXB13	DoRothEA_VIPER	positive	positive	TRUE	0.0232052244235751;0.234471690546577	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	IKZF1	DoRothEA_VIPER	positive	negative	FALSE	-0.220906561630918;0.348491146212085	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	IRF1	DoRothEA_VIPER	positive	negative	FALSE	-0.10390430612018;0.243503747859834	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	IRF2	DoRothEA_VIPER	positive	negative	FALSE	-0.0195403359735297;0.174776331072603	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	IRF3	DoRothEA_VIPER	negative	positive	FALSE	-0.184551029712108;0.0744945991481276	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	IRF4	DoRothEA_VIPER	positive	negative	FALSE	-0.196054811752405;0.443995690038577	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	JUNB	DoRothEA_VIPER	negative	positive	FALSE	-0.173320249858274;0.0318770286129668	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	KDM5B	DoRothEA_VIPER	negative	positive	FALSE	-0.129112073163309;0.0565943991429554	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	KLF1	DoRothEA_VIPER	negative	positive	FALSE	-0.17103288769322;0.0293609842698867	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	KLF13	DoRothEA_VIPER	positive	negative	FALSE	-0.0105891526486464;0.211113411318955	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	KLF6	DoRothEA_VIPER	negative	positive	FALSE	-0.132278125606784;0.0324190650933318	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	KLF9	DoRothEA_VIPER	negative	positive	FALSE	-0.282679164892121;0.0186375382445617	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	MAFF	DoRothEA_VIPER	positive	positive	TRUE	0.0193884427584998;0.38985991803351	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	MBD1	DoRothEA_VIPER	positive	negative	FALSE	-0.0778758508995976;0.219759588593933	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	MBD2	DoRothEA_VIPER	negative	positive	FALSE	-0.179021661754395;0.0512110926196593	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	MEF2A	DoRothEA_VIPER	positive	negative	FALSE	-0.436356897324283;0.705586907547551	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	MEF2B	DoRothEA_VIPER	positive	negative	FALSE	-0.0642583285459713;0.12419714246659	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	MEF2C	DoRothEA_VIPER	positive	negative	FALSE	-0.139822588691095;0.321593925085434	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	MITF	DoRothEA_VIPER	positive	negative	FALSE	-0.0617783121944565;0.163169220022391	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	MNT	DoRothEA_VIPER	positive	negative	FALSE	-0.0814188349654425;0.258391519770119	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	MXI1	DoRothEA_VIPER	positive	negative	FALSE	-0.0266836684789176;0.164989705240642	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	NANOG	DoRothEA_VIPER	positive	negative	FALSE	-0.0379626916908926;0.182909223030673	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	NFATC1	DoRothEA_VIPER	positive	negative	FALSE	-0.118836485336854;0.261625701168744	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
